date;time;type;value;unit
03/02/2015;10:36:15.578;indoor relative humidity;27.0;%
03/02/2015;10:37:14.670;indoor relative humidity;27.0;%
03/02/2015;10:37:22.161;indoor temperature;21.2;°C
03/02/2015;10:37:25.101;volatile organic compounds;0.17;ppm
03/02/2015;10:37:29.891;carbon dioxide;513;ppm
03/02/2015;10:38:16.183;indoor relative humidity;27.0;%
03/02/2015;10:39:14.685;indoor relative humidity;28.0;%
03/02/2015;10:40:15.747;indoor relative humidity;28.0;%
03/02/2015;10:40:19.167;indoor temperature;21.3;°C
03/02/2015;10:40:26.078;volatile organic compounds;0.18;ppm
03/02/2015;10:40:31.298;carbon dioxide;516;ppm
03/02/2015;10:41:15.060;indoor relative humidity;28.0;%
03/02/2015;10:42:15.562;indoor relative humidity;28.0;%
03/02/2015;10:43:16.565;indoor relative humidity;28.0;%
03/02/2015;10:43:19.585;indoor temperature;21.4;°C
03/02/2015;10:43:25.776;volatile organic compounds;0.18;ppm
03/02/2015;10:43:31.716;carbon dioxide;528;ppm
03/02/2015;10:44:16.678;indoor relative humidity;28.0;%
03/02/2015;10:45:16.880;indoor relative humidity;28.0;%
03/02/2015;10:46:14.372;indoor relative humidity;28.0;%
03/02/2015;10:46:21.873;indoor temperature;21.2;°C
03/02/2015;10:46:24.303;volatile organic compounds;0.18;ppm
03/02/2015;10:46:32.083;carbon dioxide;534;ppm
03/02/2015;10:47:14.876;indoor relative humidity;28.0;%
03/02/2015;10:48:16.658;indoor relative humidity;28.0;%
03/02/2015;10:49:16.561;indoor relative humidity;28.0;%
03/02/2015;10:49:21.781;indoor temperature;21.2;°C
03/02/2015;10:49:25.701;volatile organic compounds;0.18;ppm
03/02/2015;10:49:32.111;carbon dioxide;537;ppm
03/02/2015;10:50:16.573;indoor relative humidity;28.0;%
03/02/2015;10:51:14.976;indoor relative humidity;28.0;%
03/02/2015;10:52:16.388;indoor relative humidity;28.0;%
03/02/2015;10:52:19.378;indoor temperature;21.2;°C
03/02/2015;10:52:26.688;volatile organic compounds;0.18;ppm
03/02/2015;10:52:31.809;carbon dioxide;537;ppm
03/02/2015;10:53:14.380;indoor relative humidity;28.0;%
03/02/2015;10:54:15.684;indoor relative humidity;28.0;%
03/02/2015;10:55:16.676;indoor relative humidity;28.0;%
03/02/2015;10:55:20.167;indoor temperature;21.2;°C
03/02/2015;10:55:25.887;volatile organic compounds;0.19;ppm
03/02/2015;10:55:31.007;carbon dioxide;543;ppm
03/02/2015;10:56:14.479;indoor relative humidity;28.0;%
03/02/2015;10:57:15.381;indoor relative humidity;28.0;%
03/02/2015;10:58:14.394;indoor relative humidity;28.0;%
03/02/2015;10:58:20.674;indoor temperature;21.2;°C
03/02/2015;10:58:26.994;volatile organic compounds;0.19;ppm
03/02/2015;10:58:29.894;carbon dioxide;546;ppm
03/02/2015;10:59:17.166;indoor relative humidity;28.0;%
03/02/2015;11:00:14.369;indoor relative humidity;28.0;%
03/02/2015;11:01:16.373;indoor relative humidity;28.0;%
03/02/2015;11:01:21.793;indoor temperature;21.2;°C
03/02/2015;11:01:25.683;volatile organic compounds;0.19;ppm
03/02/2015;11:01:31.703;carbon dioxide;543;ppm
03/02/2015;11:02:14.665;indoor relative humidity;28.0;%
03/02/2015;11:03:15.587;indoor relative humidity;28.0;%
03/02/2015;11:04:15.290;indoor relative humidity;28.0;%
03/02/2015;11:04:20.680;indoor temperature;21.2;°C
03/02/2015;11:04:25.410;volatile organic compounds;0.19;ppm
03/02/2015;11:04:30.500;carbon dioxide;546;ppm
03/02/2015;11:05:15.162;indoor relative humidity;28.0;%
03/02/2015;11:06:15.665;indoor relative humidity;28.0;%
03/02/2015;11:07:15.778;indoor relative humidity;28.0;%
03/02/2015;11:07:21.988;indoor temperature;21.2;°C
03/02/2015;11:07:26.208;volatile organic compounds;0.19;ppm
03/02/2015;11:07:32.198;carbon dioxide;546;ppm
03/02/2015;11:08:14.380;indoor relative humidity;28.0;%
03/02/2015;11:09:15.872;indoor relative humidity;28.0;%
03/02/2015;11:10:16.675;indoor relative humidity;28.0;%
03/02/2015;11:10:20.695;indoor temperature;21.1;°C
03/02/2015;11:10:24.195;volatile organic compounds;0.19;ppm
03/02/2015;11:10:29.605;carbon dioxide;552;ppm
03/02/2015;11:11:15.257;indoor relative humidity;28.0;%
03/02/2015;11:12:14.869;indoor relative humidity;28.0;%
03/02/2015;11:13:14.282;indoor relative humidity;28.0;%
03/02/2015;11:13:20.582;indoor temperature;21.5;°C
03/02/2015;11:13:24.692;volatile organic compounds;0.19;ppm
03/02/2015;11:13:31.813;carbon dioxide;552;ppm
03/02/2015;11:14:16.184;indoor relative humidity;28.0;%
03/02/2015;11:15:15.588;indoor relative humidity;28.0;%
03/02/2015;11:16:14.770;indoor relative humidity;28.0;%
03/02/2015;11:16:21.400;indoor temperature;21.7;°C
03/02/2015;11:16:24.290;volatile organic compounds;0.19;ppm
03/02/2015;11:16:30.401;carbon dioxide;576;ppm
03/02/2015;11:17:15.192;indoor relative humidity;28.0;%
03/02/2015;11:18:15.876;indoor relative humidity;28.0;%
03/02/2015;11:19:15.880;indoor relative humidity;29.0;%
03/02/2015;11:19:21.080;indoor temperature;21.7;°C
03/02/2015;11:19:25.010;volatile organic compounds;0.19;ppm
03/02/2015;11:19:31.511;carbon dioxide;591;ppm
03/02/2015;11:20:14.893;indoor relative humidity;28.0;%
03/02/2015;11:21:16.866;indoor relative humidity;29.0;%
03/02/2015;11:22:15.188;indoor relative humidity;29.0;%
03/02/2015;11:22:20.278;indoor temperature;21.9;°C
03/02/2015;11:22:27.288;volatile organic compounds;0.19;ppm
03/02/2015;11:22:30.018;carbon dioxide;604;ppm
03/02/2015;11:23:16.190;indoor relative humidity;29.0;%
03/02/2015;11:24:14.802;indoor relative humidity;29.0;%
03/02/2015;11:25:14.395;indoor relative humidity;29.0;%
03/02/2015;11:25:20.885;indoor temperature;22.0;°C
03/02/2015;11:25:24.425;volatile organic compounds;0.19;ppm
03/02/2015;11:25:30.615;carbon dioxide;624;ppm
03/02/2015;11:26:14.298;indoor relative humidity;29.0;%
03/02/2015;11:27:16.270;indoor relative humidity;29.0;%
03/02/2015;11:28:15.692;indoor relative humidity;29.0;%
03/02/2015;11:28:20.603;indoor temperature;22.0;°C
03/02/2015;11:28:25.203;volatile organic compounds;0.19;ppm
03/02/2015;11:28:31.523;carbon dioxide;644;ppm
03/02/2015;11:29:16.285;indoor relative humidity;29.0;%
03/02/2015;11:30:15.908;indoor relative humidity;29.0;%
03/02/2015;11:31:15.991;indoor relative humidity;29.0;%
03/02/2015;11:31:19.191;indoor temperature;22.1;°C
03/02/2015;11:31:25.992;volatile organic compounds;0.19;ppm
03/02/2015;11:31:31.032;carbon dioxide;664;ppm
03/02/2015;11:32:15.583;indoor relative humidity;29.0;%
03/02/2015;11:33:15.696;indoor relative humidity;29.0;%
03/02/2015;11:34:15.798;indoor relative humidity;29.0;%
03/02/2015;11:34:20.889;indoor temperature;22.1;°C
03/02/2015;11:34:24.519;volatile organic compounds;0.19;ppm
03/02/2015;11:34:30.839;carbon dioxide;676;ppm
03/02/2015;11:35:16.701;indoor relative humidity;29.0;%
03/02/2015;11:36:14.194;indoor relative humidity;29.0;%
03/02/2015;11:37:14.376;indoor relative humidity;29.0;%
03/02/2015;11:37:19.206;indoor temperature;22.1;°C
03/02/2015;11:37:25.107;volatile organic compounds;0.19;ppm
03/02/2015;11:37:32.117;carbon dioxide;688;ppm
03/02/2015;11:38:15.369;indoor relative humidity;29.0;%
03/02/2015;11:39:16.402;indoor relative humidity;29.0;%
03/02/2015;11:40:15.895;indoor relative humidity;29.0;%
03/02/2015;11:40:21.715;indoor temperature;22.1;°C
03/02/2015;11:40:24.805;volatile organic compounds;0.2;ppm
03/02/2015;11:40:30.425;carbon dioxide;708;ppm
03/02/2015;11:41:14.797;indoor relative humidity;29.0;%
03/02/2015;11:42:14.600;indoor relative humidity;29.0;%
03/02/2015;11:43:16.493;indoor relative humidity;29.0;%
03/02/2015;11:43:22.013;indoor temperature;22.1;°C
03/02/2015;11:43:24.923;volatile organic compounds;0.2;ppm
03/02/2015;11:43:29.523;carbon dioxide;728;ppm
03/02/2015;11:44:15.795;indoor relative humidity;29.0;%
03/02/2015;11:45:15.697;indoor relative humidity;29.0;%
03/02/2015;11:46:16.700;indoor relative humidity;29.0;%
03/02/2015;11:46:21.110;indoor temperature;22.1;°C
03/02/2015;11:46:26.020;volatile organic compounds;0.2;ppm
03/02/2015;11:46:30.020;carbon dioxide;744;ppm
03/02/2015;11:47:16.892;indoor relative humidity;29.0;%
03/02/2015;11:48:16.484;indoor relative humidity;30.0;%
03/02/2015;11:49:17.007;indoor relative humidity;30.0;%
03/02/2015;11:49:19.497;indoor temperature;22.1;°C
03/02/2015;11:49:24.518;volatile organic compounds;0.2;ppm
03/02/2015;11:49:30.038;carbon dioxide;768;ppm
03/02/2015;11:50:15.900;indoor relative humidity;30.0;%
03/02/2015;11:51:14.902;indoor relative humidity;30.0;%
03/02/2015;11:52:15.304;indoor relative humidity;30.0;%
03/02/2015;11:52:20.714;indoor temperature;22.1;°C
03/02/2015;11:52:27.305;volatile organic compounds;0.2;ppm
03/02/2015;11:52:29.435;carbon dioxide;780;ppm
03/02/2015;11:53:14.496;indoor relative humidity;30.0;%
03/02/2015;11:54:16.020;indoor relative humidity;30.0;%
03/02/2015;11:55:16.382;indoor relative humidity;30.0;%
03/02/2015;11:55:20.812;indoor temperature;22.2;°C
03/02/2015;11:55:25.613;volatile organic compounds;0.2;ppm
03/02/2015;11:55:29.623;carbon dioxide;800;ppm
03/02/2015;11:56:16.685;indoor relative humidity;30.0;%
03/02/2015;11:57:16.198;indoor relative humidity;30.0;%
03/02/2015;11:58:15.310;indoor relative humidity;30.0;%
03/02/2015;11:58:22.010;indoor temperature;22.2;°C
03/02/2015;11:58:26.710;volatile organic compounds;0.2;ppm
03/02/2015;11:58:29.321;carbon dioxide;815;ppm
03/02/2015;11:59:14.302;indoor relative humidity;30.0;%
03/02/2015;12:00:14.585;indoor relative humidity;30.0;%
03/02/2015;12:01:15.407;indoor relative humidity;30.0;%
03/02/2015;12:01:19.287;indoor temperature;22.1;°C
03/02/2015;12:01:26.038;volatile organic compounds;0.2;ppm
03/02/2015;12:01:29.718;carbon dioxide;835;ppm
03/02/2015;12:02:14.309;indoor relative humidity;29.0;%
03/02/2015;12:03:15.402;indoor relative humidity;29.0;%
03/02/2015;12:04:15.504;indoor relative humidity;29.0;%
03/02/2015;12:04:19.694;indoor temperature;21.9;°C
03/02/2015;12:04:24.905;volatile organic compounds;0.19;ppm
03/02/2015;12:04:29.735;carbon dioxide;696;ppm
03/02/2015;12:05:14.396;indoor relative humidity;29.0;%
03/02/2015;12:06:15.191;indoor relative humidity;28.0;%
03/02/2015;12:07:17.003;indoor relative humidity;28.0;%
03/02/2015;12:07:22.123;indoor temperature;21.8;°C
03/02/2015;12:07:26.023;volatile organic compounds;0.19;ppm
03/02/2015;12:07:32.044;carbon dioxide;676;ppm
03/02/2015;12:08:16.595;indoor relative humidity;28.0;%
03/02/2015;12:09:14.408;indoor relative humidity;28.0;%
03/02/2015;12:10:17.200;indoor relative humidity;28.0;%
03/02/2015;12:10:20.410;indoor temperature;21.7;°C
03/02/2015;12:10:27.111;volatile organic compounds;0.19;ppm
03/02/2015;12:10:32.231;carbon dioxide;640;ppm
03/02/2015;12:11:14.992;indoor relative humidity;29.0;%
03/02/2015;12:12:14.485;indoor relative humidity;29.0;%
03/02/2015;12:13:15.007;indoor relative humidity;28.0;%
03/02/2015;12:13:19.918;indoor temperature;21.5;°C
03/02/2015;12:13:25.638;volatile organic compounds;0.19;ppm
03/02/2015;12:13:30.428;carbon dioxide;632;ppm
03/02/2015;12:14:14.290;indoor relative humidity;29.0;%
03/02/2015;12:15:14.203;indoor relative humidity;28.0;%
03/02/2015;12:16:16.395;indoor relative humidity;29.0;%
03/02/2015;12:16:19.425;indoor temperature;21.6;°C
03/02/2015;12:16:25.405;volatile organic compounds;0.19;ppm
03/02/2015;12:16:31.436;carbon dioxide;636;ppm
03/02/2015;12:17:14.687;indoor relative humidity;29.0;%
03/02/2015;12:18:15.491;indoor relative humidity;28.0;%
03/02/2015;12:19:14.704;indoor relative humidity;28.0;%
03/02/2015;12:19:19.724;indoor temperature;21.6;°C
03/02/2015;12:19:26.444;volatile organic compounds;0.19;ppm
03/02/2015;12:19:29.434;carbon dioxide;636;ppm
03/02/2015;12:20:15.296;indoor relative humidity;28.0;%
03/02/2015;12:21:16.809;indoor relative humidity;29.0;%
03/02/2015;12:22:14.201;indoor relative humidity;29.0;%
03/02/2015;12:22:22.112;indoor temperature;21.5;°C
03/02/2015;12:22:24.622;volatile organic compounds;0.19;ppm
03/02/2015;12:22:29.322;carbon dioxide;628;ppm
03/02/2015;12:23:14.804;indoor relative humidity;28.0;%
03/02/2015;12:24:14.506;indoor relative humidity;28.0;%
03/02/2015;12:25:15.008;indoor relative humidity;28.0;%
03/02/2015;12:25:21.408;indoor temperature;21.4;°C
03/02/2015;12:25:24.909;volatile organic compounds;0.19;ppm
03/02/2015;12:25:30.919;carbon dioxide;616;ppm
03/02/2015;12:26:15.811;indoor relative humidity;28.0;%
03/02/2015;12:27:14.893;indoor relative humidity;28.0;%
03/02/2015;12:28:15.485;indoor relative humidity;28.0;%
03/02/2015;12:28:21.725;indoor temperature;21.3;°C
03/02/2015;12:28:24.616;volatile organic compounds;0.19;ppm
03/02/2015;12:28:30.526;carbon dioxide;608;ppm
03/02/2015;12:29:15.029;indoor relative humidity;28.0;%
03/02/2015;12:30:15.211;indoor relative humidity;28.0;%
03/02/2015;12:31:15.903;indoor relative humidity;28.0;%
03/02/2015;12:31:19.823;indoor temperature;21.5;°C
03/02/2015;12:31:25.624;volatile organic compounds;0.19;ppm
03/02/2015;12:31:30.424;carbon dioxide;616;ppm
03/02/2015;12:32:15.606;indoor relative humidity;28.0;%
03/02/2015;12:33:16.508;indoor relative humidity;28.0;%
03/02/2015;12:34:16.210;indoor relative humidity;28.0;%
03/02/2015;12:34:21.420;indoor temperature;21.6;°C
03/02/2015;12:34:24.831;volatile organic compounds;0.19;ppm
03/02/2015;12:34:31.031;carbon dioxide;604;ppm
03/02/2015;12:35:14.593;indoor relative humidity;29.0;%
03/02/2015;12:36:15.015;indoor relative humidity;28.0;%
03/02/2015;12:37:16.817;indoor relative humidity;28.0;%
03/02/2015;12:37:19.627;indoor temperature;21.5;°C
03/02/2015;12:37:26.528;volatile organic compounds;0.19;ppm
03/02/2015;12:37:29.418;carbon dioxide;612;ppm
03/02/2015;12:38:16.690;indoor relative humidity;28.0;%
03/02/2015;12:39:14.902;indoor relative humidity;28.0;%
03/02/2015;12:40:14.404;indoor relative humidity;28.0;%
03/02/2015;12:40:20.814;indoor temperature;21.5;°C
03/02/2015;12:40:26.315;volatile organic compounds;0.19;ppm
03/02/2015;12:40:31.055;carbon dioxide;596;ppm
03/02/2015;12:41:16.708;indoor relative humidity;28.0;%
03/02/2015;12:42:16.120;indoor relative humidity;28.0;%
03/02/2015;12:43:16.893;indoor relative humidity;28.0;%
03/02/2015;12:43:19.713;indoor temperature;21.3;°C
03/02/2015;12:43:26.333;volatile organic compounds;0.19;ppm
03/02/2015;12:43:31.723;carbon dioxide;600;ppm
03/02/2015;12:44:15.315;indoor relative humidity;28.0;%
03/02/2015;12:45:16.408;indoor relative humidity;28.0;%
03/02/2015;12:46:16.491;indoor relative humidity;28.0;%
03/02/2015;12:46:21.531;indoor temperature;21.3;°C
03/02/2015;12:46:25.331;volatile organic compounds;0.19;ppm
03/02/2015;12:46:31.643;carbon dioxide;597;ppm
03/02/2015;12:47:14.504;indoor relative humidity;28.0;%
03/02/2015;12:48:16.717;indoor relative humidity;28.0;%
03/02/2015;12:49:16.589;indoor relative humidity;28.0;%
03/02/2015;12:49:19.819;indoor temperature;21.5;°C
03/02/2015;12:49:26.849;volatile organic compounds;0.19;ppm
03/02/2015;12:49:32.220;carbon dioxide;591;ppm
03/02/2015;12:50:15.702;indoor relative humidity;28.0;%
03/02/2015;12:51:16.814;indoor relative humidity;28.0;%
03/02/2015;12:52:14.917;indoor relative humidity;28.0;%
03/02/2015;12:52:21.217;indoor temperature;21.3;°C
03/02/2015;12:52:25.327;volatile organic compounds;0.19;ppm
03/02/2015;12:52:31.737;carbon dioxide;585;ppm
03/02/2015;12:53:15.000;indoor relative humidity;28.0;%
03/02/2015;12:54:14.412;indoor relative humidity;28.0;%
03/02/2015;12:55:15.825;indoor relative humidity;28.0;%
03/02/2015;12:55:20.305;indoor temperature;21.2;°C
03/02/2015;12:55:27.345;volatile organic compounds;0.19;ppm
03/02/2015;12:55:29.835;carbon dioxide;585;ppm
03/02/2015;12:56:16.517;indoor relative humidity;28.0;%
03/02/2015;12:57:16.010;indoor relative humidity;28.0;%
03/02/2015;12:58:15.922;indoor relative humidity;28.0;%
03/02/2015;12:58:22.112;indoor temperature;21.4;°C
03/02/2015;12:58:25.842;volatile organic compounds;0.19;ppm
03/02/2015;12:58:30.353;carbon dioxide;585;ppm
03/02/2015;12:59:15.034;indoor relative humidity;28.0;%
03/02/2015;13:00:15.117;indoor relative humidity;28.0;%
03/02/2015;13:01:17.100;indoor relative humidity;28.0;%
03/02/2015;13:01:20.510;indoor temperature;21.2;°C
03/02/2015;13:01:26.540;volatile organic compounds;0.19;ppm
03/02/2015;13:01:29.530;carbon dioxide;576;ppm
03/02/2015;13:02:14.422;indoor relative humidity;28.0;%
03/02/2015;13:03:15.614;indoor relative humidity;28.0;%
03/02/2015;13:04:14.817;indoor relative humidity;28.0;%
03/02/2015;13:04:20.227;indoor temperature;21.3;°C
03/02/2015;13:04:27.027;volatile organic compounds;0.19;ppm
03/02/2015;13:04:30.527;carbon dioxide;573;ppm
03/02/2015;13:05:16.310;indoor relative humidity;28.0;%
03/02/2015;13:06:14.603;indoor relative humidity;28.0;%
03/02/2015;13:07:16.015;indoor relative humidity;28.0;%
03/02/2015;13:07:21.425;indoor temperature;21.2;°C
03/02/2015;13:07:25.445;volatile organic compounds;0.19;ppm
03/02/2015;13:07:31.556;carbon dioxide;573;ppm
03/02/2015;13:08:16.918;indoor relative humidity;28.0;%
03/02/2015;13:09:16.830;indoor relative humidity;28.0;%
03/02/2015;13:10:16.323;indoor relative humidity;28.0;%
03/02/2015;13:10:19.523;indoor temperature;21.2;°C
03/02/2015;13:10:25.843;volatile organic compounds;0.2;ppm
03/02/2015;13:10:31.643;carbon dioxide;567;ppm
03/02/2015;13:11:15.515;indoor relative humidity;28.0;%
03/02/2015;13:12:15.917;indoor relative humidity;28.0;%
03/02/2015;13:13:16.910;indoor relative humidity;28.0;%
03/02/2015;13:13:21.830;indoor temperature;21.4;°C
03/02/2015;13:13:26.540;volatile organic compounds;0.19;ppm
03/02/2015;13:13:29.931;carbon dioxide;561;ppm
03/02/2015;13:14:14.213;indoor relative humidity;28.0;%
03/02/2015;13:15:15.325;indoor relative humidity;28.0;%
03/02/2015;13:16:17.218;indoor relative humidity;28.0;%
03/02/2015;13:16:20.338;indoor temperature;21.3;°C
03/02/2015;13:16:26.828;volatile organic compounds;0.2;ppm
03/02/2015;13:16:31.748;carbon dioxide;558;ppm
03/02/2015;13:17:15.721;indoor relative humidity;28.0;%
03/02/2015;13:18:14.623;indoor relative humidity;28.0;%
03/02/2015;13:19:16.116;indoor relative humidity;28.0;%
03/02/2015;13:19:21.716;indoor temperature;21.4;°C
03/02/2015;13:19:25.446;volatile organic compounds;0.19;ppm
03/02/2015;13:19:32.046;carbon dioxide;552;ppm
03/02/2015;13:20:14.408;indoor relative humidity;28.0;%
03/02/2015;13:21:16.641;indoor relative humidity;28.0;%
03/02/2015;13:22:15.833;indoor relative humidity;28.0;%
03/02/2015;13:22:20.433;indoor temperature;21.4;°C
03/02/2015;13:22:25.953;volatile organic compounds;0.19;ppm
03/02/2015;13:22:29.843;carbon dioxide;552;ppm
03/02/2015;13:23:14.715;indoor relative humidity;28.0;%
03/02/2015;13:24:15.308;indoor relative humidity;28.0;%
03/02/2015;13:25:15.010;indoor relative humidity;28.0;%
03/02/2015;13:25:21.630;indoor temperature;21.3;°C
03/02/2015;13:25:25.230;volatile organic compounds;0.19;ppm
03/02/2015;13:25:31.541;carbon dioxide;546;ppm
03/02/2015;13:26:15.612;indoor relative humidity;28.0;%
03/02/2015;13:27:17.026;indoor relative humidity;28.0;%
03/02/2015;13:28:14.528;indoor relative humidity;28.0;%
03/02/2015;13:28:20.439;indoor temperature;21.2;°C
03/02/2015;13:28:26.829;volatile organic compounds;0.2;ppm
03/02/2015;13:28:32.049;carbon dioxide;552;ppm
03/02/2015;13:29:15.432;indoor relative humidity;28.0;%
03/02/2015;13:30:15.234;indoor relative humidity;28.0;%
03/02/2015;13:31:15.706;indoor relative humidity;28.0;%
03/02/2015;13:31:20.437;indoor temperature;21.2;°C
03/02/2015;13:31:25.827;volatile organic compounds;0.2;ppm
03/02/2015;13:31:30.567;carbon dioxide;552;ppm
03/02/2015;13:32:16.599;indoor relative humidity;28.0;%
03/02/2015;13:33:16.131;indoor relative humidity;28.0;%
03/02/2015;13:34:17.033;indoor relative humidity;28.0;%
03/02/2015;13:34:19.944;indoor temperature;21.3;°C
03/02/2015;13:34:25.334;volatile organic compounds;0.2;ppm
03/02/2015;13:34:31.444;carbon dioxide;546;ppm
03/02/2015;13:35:16.446;indoor relative humidity;28.0;%
03/02/2015;13:36:14.948;indoor relative humidity;28.0;%
03/02/2015;13:37:14.741;indoor relative humidity;28.0;%
03/02/2015;13:37:20.551;indoor temperature;21.2;°C
03/02/2015;13:37:27.251;volatile organic compounds;0.2;ppm
03/02/2015;13:37:30.071;carbon dioxide;552;ppm
03/02/2015;13:38:15.643;indoor relative humidity;28.0;%
03/02/2015;13:39:15.035;indoor relative humidity;28.0;%
03/02/2015;13:40:16.728;indoor relative humidity;28.0;%
03/02/2015;13:40:21.638;indoor temperature;21.3;°C
03/02/2015;13:40:26.758;volatile organic compounds;0.2;ppm
03/02/2015;13:40:31.458;carbon dioxide;552;ppm
03/02/2015;13:41:15.352;indoor relative humidity;29.0;%
03/02/2015;13:42:16.125;indoor relative humidity;29.0;%
03/02/2015;13:43:16.937;indoor relative humidity;29.0;%
03/02/2015;13:43:19.657;indoor temperature;21.7;°C
03/02/2015;13:43:25.957;volatile organic compounds;0.2;ppm
03/02/2015;13:43:31.158;carbon dioxide;573;ppm
03/02/2015;13:44:16.729;indoor relative humidity;29.0;%
03/02/2015;13:45:14.852;indoor relative humidity;29.0;%
03/02/2015;13:46:16.214;indoor relative humidity;29.0;%
03/02/2015;13:46:22.154;indoor temperature;22.1;°C
03/02/2015;13:46:24.665;volatile organic compounds;0.2;ppm
03/02/2015;13:46:30.655;carbon dioxide;585;ppm
03/02/2015;13:47:15.837;indoor relative humidity;29.0;%
03/02/2015;13:48:16.149;indoor relative humidity;29.0;%
03/02/2015;13:49:15.351;indoor relative humidity;29.0;%
03/02/2015;13:49:20.441;indoor temperature;22.1;°C
03/02/2015;13:49:25.652;volatile organic compounds;0.21;ppm
03/02/2015;13:49:30.772;carbon dioxide;628;ppm
03/02/2015;13:50:17.324;indoor relative humidity;29.0;%
03/02/2015;13:51:15.836;indoor relative humidity;29.0;%
03/02/2015;13:52:17.318;indoor relative humidity;29.0;%
03/02/2015;13:52:22.358;indoor temperature;22.2;°C
03/02/2015;13:52:26.069;volatile organic compounds;0.21;ppm
03/02/2015;13:52:32.180;carbon dioxide;652;ppm
03/02/2015;13:53:15.231;indoor relative humidity;29.0;%
03/02/2015;13:54:14.544;indoor relative humidity;29.0;%
03/02/2015;13:55:17.226;indoor relative humidity;29.0;%
03/02/2015;13:55:20.456;indoor temperature;22.3;°C
03/02/2015;13:55:27.047;volatile organic compounds;0.21;ppm
03/02/2015;13:55:32.167;carbon dioxide;676;ppm
03/02/2015;13:56:16.539;indoor relative humidity;29.0;%
03/02/2015;13:57:14.951;indoor relative humidity;29.0;%
03/02/2015;13:58:16.533;indoor relative humidity;29.0;%
03/02/2015;13:58:21.064;indoor temperature;22.5;°C
03/02/2015;13:58:26.074;volatile organic compounds;0.22;ppm
03/02/2015;13:58:30.854;carbon dioxide;704;ppm
03/02/2015;13:59:16.336;indoor relative humidity;29.0;%
03/02/2015;14:00:16.948;indoor relative humidity;29.0;%
03/02/2015;14:01:16.231;indoor relative humidity;29.0;%
03/02/2015;14:01:21.961;indoor temperature;22.5;°C
03/02/2015;14:01:24.361;volatile organic compounds;0.22;ppm
03/02/2015;14:01:29.971;carbon dioxide;724;ppm
03/02/2015;14:02:15.953;indoor relative humidity;29.0;%
03/02/2015;14:03:15.235;indoor relative humidity;29.0;%
03/02/2015;14:04:16.328;indoor relative humidity;29.0;%
03/02/2015;14:04:21.349;indoor temperature;22.5;°C
03/02/2015;14:04:24.360;volatile organic compounds;0.22;ppm
03/02/2015;14:04:30.370;carbon dioxide;744;ppm
03/02/2015;14:05:16.122;indoor relative humidity;29.0;%
03/02/2015;14:06:15.154;indoor relative humidity;30.0;%
03/02/2015;14:07:15.357;indoor relative humidity;30.0;%
03/02/2015;14:07:19.747;indoor temperature;22.6;°C
03/02/2015;14:07:24.757;volatile organic compounds;0.22;ppm
03/02/2015;14:07:32.387;carbon dioxide;768;ppm
03/02/2015;14:08:16.141;indoor relative humidity;30.0;%
03/02/2015;14:09:15.263;indoor relative humidity;30.0;%
03/02/2015;14:10:16.666;indoor relative humidity;30.0;%
03/02/2015;14:10:19.356;indoor temperature;22.7;°C
03/02/2015;14:10:25.387;volatile organic compounds;0.23;ppm
03/02/2015;14:10:30.887;carbon dioxide;800;ppm
03/02/2015;14:11:16.459;indoor relative humidity;30.0;%
03/02/2015;14:12:16.051;indoor relative humidity;30.0;%
03/02/2015;14:13:16.344;indoor relative humidity;30.0;%
03/02/2015;14:13:20.364;indoor temperature;22.7;°C
03/02/2015;14:13:27.194;volatile organic compounds;0.23;ppm
03/02/2015;14:13:31.464;carbon dioxide;825;ppm
03/02/2015;14:14:16.826;indoor relative humidity;30.0;%
03/02/2015;14:15:16.259;indoor relative humidity;30.0;%
03/02/2015;14:16:16.662;indoor relative humidity;30.0;%
03/02/2015;14:16:21.863;indoor temperature;22.8;°C
03/02/2015;14:16:25.673;volatile organic compounds;0.23;ppm
03/02/2015;14:16:31.883;carbon dioxide;845;ppm
03/02/2015;14:17:15.875;indoor relative humidity;30.0;%
03/02/2015;14:18:16.457;indoor relative humidity;31.0;%
03/02/2015;14:19:15.450;indoor relative humidity;30.0;%
03/02/2015;14:19:22.150;indoor temperature;22.8;°C
03/02/2015;14:19:26.780;volatile organic compounds;0.27;ppm
03/02/2015;14:19:31.080;carbon dioxide;880;ppm
03/02/2015;14:20:15.342;indoor relative humidity;30.0;%
03/02/2015;14:21:14.755;indoor relative humidity;31.0;%
03/02/2015;14:22:17.258;indoor relative humidity;31.0;%
03/02/2015;14:22:21.668;indoor temperature;22.8;°C
03/02/2015;14:22:26.868;volatile organic compounds;0.3;ppm
03/02/2015;14:22:31.188;carbon dioxide;905;ppm
03/02/2015;14:23:16.460;indoor relative humidity;31.0;%
03/02/2015;14:24:16.243;indoor relative humidity;31.0;%
03/02/2015;14:25:15.965;indoor relative humidity;31.0;%
03/02/2015;14:25:20.475;indoor temperature;22.8;°C
03/02/2015;14:25:27.065;volatile organic compounds;0.3;ppm
03/02/2015;14:25:30.085;carbon dioxide;930;ppm
03/02/2015;14:26:16.067;indoor relative humidity;31.0;%
03/02/2015;14:27:15.650;indoor relative humidity;31.0;%
03/02/2015;14:28:15.643;indoor relative humidity;31.0;%
03/02/2015;14:28:19.863;indoor temperature;22.8;°C
03/02/2015;14:28:24.603;volatile organic compounds;0.3;ppm
